province,metric,count,min,max,mean,median,std_dev,sum
aacistak_province,maximum_infrastructure_capacity_people,4,0.0,356156.4791738059,164459.19437633862,150840.14916577432,169430.61634699113,657836.7775053545
aacistak_province,maximum_irrigation_capacity_people,4,0.0,356156.4791738059,164459.19437633862,150840.14916577432,169430.61634699113,657836.7775053545
aacistak_province,maximum_land_improvement_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
aacistak_province,maximum_population_capacity_development_100_people,4,61951.064089689,409676.03907053167,229735.34367338096,223657.1357666516,182603.7925003507,918941.3746935239
aahkawiraahkata,maximum_infrastructure_capacity_people,5,0.0,126187.52814692899,65187.18795032981,63719.078489974396,56476.61615065932,325935.93975164904
aahkawiraahkata,maximum_irrigation_capacity_people,5,0.0,126187.52814692899,65187.18795032981,63719.078489974396,56476.61615065932,325935.93975164904
aahkawiraahkata,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
aahkawiraahkata,maximum_population_capacity_development_100_people,5,20250.0,202331.81156896803,110235.58644412104,106558.9633012212,81856.42076101585,551177.9322206052
aargau_province,maximum_infrastructure_capacity_people,4,3197.2224303508,7699.077834547198,5245.909973510388,5043.669814571778,1852.6780502754323,20983.639894041553
aargau_province,maximum_irrigation_capacity_people,4,44.13596675194463,184.99183272611342,95.96066746144952,77.35743518387,62.03930429259606,383.84266984579807
aargau_province,maximum_land_improvement_capacity_people,4,3153.0864635988555,7632.723065789408,5149.9493060489385,4906.993847403746,1850.432884553609,20599.797224195754
aargau_province,maximum_population_capacity_development_100_people,4,11471.87523414465,35661.4625638656,20526.648720199188,17486.62854139325,10959.453439407274,82106.59488079675
aashise_province,maximum_infrastructure_capacity_people,3,4909.1401220750895,6785.416160988423,5748.37355891577,5550.564393683798,953.6505088015233,17245.120676747312
aashise_province,maximum_irrigation_capacity_people,3,4909.1401220750895,6785.416160988423,5748.37355891577,5550.564393683798,953.6505088015233,17245.120676747312
aashise_province,maximum_land_improvement_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
aashise_province,maximum_population_capacity_development_100_people,3,24244.384942894274,221383.59318111197,93091.92025378025,33647.78263733447,111203.2867271469,279275.76076134073
abarkuh_province,maximum_infrastructure_capacity_people,6,85706.50916960704,229127.16004255955,171510.10813906492,195758.69072527788,64490.71925940981,1029060.6488343895
abarkuh_province,maximum_irrigation_capacity_people,6,85706.50916960704,229127.16004255955,171510.10813906492,195758.69072527788,64490.71925940981,1029060.6488343895
abarkuh_province,maximum_land_improvement_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
abarkuh_province,maximum_population_capacity_development_100_people,6,108794.82281580793,281393.0550478795,209823.87165644803,238884.24596728367,77124.4955514418,1258943.2299386882
aberdeenshire_province,maximum_infrastructure_capacity_people,5,251.56465089187228,3462.878368272279,1783.6972790310574,1284.6502682104474,1388.7406024248755,8918.486395155287
aberdeenshire_province,maximum_irrigation_capacity_people,5,0.0,13.43588094622719,4.624668263814286,2.7860353118198486,5.322483943542202,23.12334131907143
aberdeenshire_province,maximum_land_improvement_capacity_people,5,250.1330223829337,3462.878368272279,1779.072610767243,1271.2143872642202,1390.6007755005066,8895.363053836216
aberdeenshire_province,maximum_population_capacity_development_100_people,5,21695.231551736753,32020.738164306313,27656.65943890994,26890.048143144064,4252.563971205996,138283.2971945497
abha_province,maximum_infrastructure_capacity_people,5,0.0,60223.95932721436,29798.633955094312,19346.915753813617,28088.41467575514,148993.16977547156
abha_province,maximum_irrigation_capacity_people,5,0.0,60223.95932721436,29798.633955094312,19346.915753813617,28088.41467575514,148993.16977547156
abha_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
abha_province,maximum_population_capacity_development_100_people,5,11250.0,94555.25227700055,52423.4631994811,49890.280223040325,33477.44965515094,262117.3159974055
abihka_province,maximum_infrastructure_capacity_people,6,198800.74200929294,371003.4681827838,281752.8162204409,283362.4381559944,56991.03964962705,1690516.8973226454
abihka_province,maximum_irrigation_capacity_people,6,31.849448497006723,372.4994667586681,148.09257728453716,114.50654601539786,123.5834782536519,888.555463707223
abihka_province,maximum_land_improvement_capacity_people,6,198688.80095131128,370630.9687160251,281604.7236431564,283234.841427784,56913.836234682065,1689628.3418589383
abihka_province,maximum_population_capacity_development_100_people,6,270900.83476045454,445503.90170563175,347159.418247996,340832.4016679611,57365.6507104049,2082956.509487976
abitibi_province,maximum_infrastructure_capacity_people,6,67043.10590860892,277331.48752911546,169062.99779302988,158714.95057834417,101260.0940486745,1014377.9867581793
abitibi_province,maximum_irrigation_capacity_people,6,0.0,222.39837989912846,95.88444119066723,78.8899713752842,105.31245347739427,575.3066471440034
abitibi_province,maximum_land_improvement_capacity_people,6,67043.10590860892,277109.0891492163,168967.11335183922,158541.4839841656,101212.48807971722,1013802.6801110352
abitibi_province,maximum_population_capacity_development_100_people,6,144317.28577950157,332110.07829563326,262383.3725171586,302350.7267051885,85285.57593467704,1574300.2351029518
abkhazia_province,maximum_infrastructure_capacity_people,4,5991.395563533827,28998.985814880718,18557.620333445095,19620.049977682917,9894.01196015777,74230.48133378038
abkhazia_province,maximum_irrigation_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
abkhazia_province,maximum_land_improvement_capacity_people,4,5991.395563533827,28998.985814880718,18557.620333445095,19620.049977682917,9894.01196015777,74230.48133378038
abkhazia_province,maximum_population_capacity_development_100_people,4,34865.320008975556,49498.859041740805,41971.07287512573,41760.056224893284,5979.084305824515,167884.2915005029
abruzzo_citra_province,maximum_infrastructure_capacity_people,3,0.0,3319.221094656047,1369.6608409480498,789.761428188103,1733.9318514555066,4108.98252284415
abruzzo_citra_province,maximum_irrigation_capacity_people,3,0.0,3319.221094656047,1369.6608409480498,789.761428188103,1733.9318514555066,4108.98252284415
abruzzo_citra_province,maximum_land_improvement_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
abruzzo_citra_province,maximum_population_capacity_development_100_people,3,23625.0,277109.123731488,123040.86844606655,68388.48160671162,135291.2147421589,369122.60533819965
abruzzo_ultra_province,maximum_infrastructure_capacity_people,7,0.0,16597.267442730717,5927.354350954645,926.9708738835602,7253.999087971344,41491.48045668252
abruzzo_ultra_province,maximum_irrigation_capacity_people,7,0.0,926.9708738835602,272.07342055676713,0.0,369.61465251872323,1904.51394389737
